system,mean_between,mean_within,separation_ratio
human,5.664300676563307,8.468464986060427,0.6688698230301555
suno,4.734382924410663,11.0419208838907,0.42876443095311045
lyria,5.229971418433935,7.733735580187443,0.6762542324090134
